ID	Name	ID	Buy Vol	Buy Avg	Buy Max	Buy Min	Buy StdDev	Buy Median	Buy Percentile	Sell Vol	Sell Avg	Sell Max	Sell Min	Sell StdDev	Sell Median	Sell Percentile							30002510
11736	Lustering Alloy	11736	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00							
11737	Precious Alloy	11737	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00							
11738	Lucent Compound	11738	500.00	351.00	351.00	351.00	0.00	351.00	351.00	1.00	2,000.00	2,000.00	2,000.00	0.00	2,000.00	2,000.00							
11739	Condensed Alloy	11739	0.00	0.00	0.00	0.00	0.00	0.00	0.00	4.00	1,200,000.00	1,200,000.00	1,200,000.00	0.00	1,200,000.00	1,200,000.00							
11740	Gleaming Alloy	11740	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00							
11741	Crystal Compound	11741	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00							
11746	R.Db - Lai Dai	11746	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1,200.00	575.94	586.24	575.00	5.62	580.62	575.00							
11855	Protein Delicacies	11855	1,000,000.00	5.01	5.01	5.01	0.00	5.01	5.01	0.00	0.00	0.00	0.00	0.00	0.00	0.00							
11936	Apocalypse Imperial Issue	11936	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00							
11938	Armageddon Imperial Issue	11938	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00							
11940	Gold Magnate	11940	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00							
11942	Silver Magnate	11942	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00							
11944	Synthetic Coffee	11944	0.00	0.00	0.00	0.00	0.00	0.00	0.00	10.00	30,000.00	30,000.00	30,000.00	0.00	30,000.00	30,000.00							
11957	Falcon	11957	12.00	159,088,638.01	177,286,149.83	127,798,532.00	21,616,447.31	177,150,012.00	177,286,149.83	9.00	238,963,398.27	277,390,999.55	199,999,800.17	31,637,682.54	248,950,000.00	199,999,800.17							
11959	Rook	11959	12.00	147,181,909.34	166,000,019.71	104,133,099.68	24,094,783.52	158,357,190.04	166,000,019.71	6.00	234,933,158.87	245,000,000.00	229,999,968.99	6,347,157.94	231,000,002.61	229,999,968.99							
11961	Huginn	11961	9.00	138,695,073.13	148,000,107.60	87,919,898.98	21,505,926.49	144,056,249.20	148,000,107.60	13.00	178,768,652.57	179,998,847.01	177,999,719.71	831,067.52	177,999,809.91	177,999,719.71							
11963	Rapier	11963	24.00	132,075,909.04	141,001,006.05	65,149,898.98	19,786,450.22	137,630,040.06	141,001,005.38	7.00	206,989,659.76	254,899,999.00	186,000,000.00	31,781,194.63	190,009,210.11	186,000,000.00							
11965	Pilgrim	11965	7.00	95,258,160.46	156,807,123.17	85,000,000.00	33,850,202.48	85,000,000.01	156,807,123.17	20.00	209,947,122.85	278,999,686.58	159,999,899.09	40,984,943.91	184,999,254.97	164,792,807.80							
11969	Arazu	11969	0.00	0.00	0.00	0.00	0.00	0.00	0.00	5.00	159,079,771.80	159,080,009.10	159,079,679.97	123.82	159,079,700.00	159,079,679.97							
11971	Lachesis	11971	4.00	149,100,652.83	151,201,298.01	147,000,007.65	1,980,507.27	151,201,298.00	151,201,298.01	6.00	222,499,982.64	298,999,998.88	183,999,899.09	45,901,643.81	184,000,000.00	183,999,899.09							
11978	Scimitar	11978	45.00	113,497,822.20	130,000,000.22	60,231,414.35	20,496,988.19	119,408,000.88	130,000,000.22	21.00	163,638,027.85	175,599,909.94	144,999,719.77	13,557,153.41	169,999,989.80	144,999,724.78							
11985	Basilisk	11985	24.00	144,718,683.04	180,210,327.63	48,526,009.89	49,295,856.29	180,204,109.56	180,210,280.32	26.00	248,773,328.91	345,000,000.00	238,299,902.93	25,378,648.94	239,199,765.89	238,299,903.17							
11987	Guardian	11987	13.00	113,021,335.89	133,016,007.72	70,128,554.28	27,044,043.33	100,176,171.44	133,016,007.72	34.00	226,320,924.72	256,000,000.00	196,999,674.46	22,758,294.48	232,500,000.00	196,999,674.47							
11989	Oneiros	11989	16.00	84,509,247.53	91,106,100.00	69,999,753.20	6,979,864.93	91,102,500.50	91,106,100.00	5.00	173,063,840.48	175,853,487.01	163,258,741.36	5,645,307.20	175,853,487.01	163,258,741.36							
11993	Cerberus	11993	21.00	198,674,656.16	200,151,101.01	169,500,001.57	8,163,728.87	200,150,002.99	200,151,100.51	27.00	258,273,404.03	297,599,989.95	246,999,768.65	17,012,448.40	259,999,370.96	246,999,773.66							
11995	Onyx	11995	5.00	279,428,020.55	291,100,008.58	258,940,042.41	13,169,635.11	268,470,032.89	291,100,008.58	4.00	377,999,998.94	377,999,998.97	377,999,998.92	0.02	377,999,998.94	377,999,998.92							
11999	Vagabond	11999	26.00	150,598,952.22	156,523,696.89	83,240,018.98	30,327,479.97	156,523,696.00	156,523,696.89	19.00	188,947,289.42	199,999,999.96	169,999,870.05	13,425,624.59	199,999,939.83	169,999,870.05							
12003	Zealot	12003	6.00	88,569,850.29	131,419,101.12	80,000,000.12	24,239,196.66	80,000,000.12	131,419,101.12	18.00	161,579,652.10	177,899,988.17	157,599,900.00	5,708,170.99	158,198,988.99	157,599,900.00							
12005	Ishtar	12005	17.00	125,000,257.99	125,000,276.12	125,000,217.00	20.28	125,000,275.06	125,000,276.12	37.00	180,524,007.13	209,999,999.99	169,999,764.08	11,590,122.52	180,000,000.00	169,999,764.08							
12011	Eagle	12011	12.00	134,728,182.62	165,000,004.43	105,365,493.49	26,373,836.63	136,227,678.52	165,000,004.43	8.00	288,437,451.93	392,750,000.05	245,300,000.00	53,799,954.15	257,899,903.59	245,300,000.00							
12013	Broadsword	12013	6.00	148,506,684.50	221,080,039.00	51,399,999.08	69,133,204.00	221,080,004.81	221,080,039.00	3.00	293,026,679.67	299,500,000.00	280,080,039.00	9,709,980.50	299,500,000.00	280,080,039.00							
12015	Muninn	12015	9.00	126,809,245.14	140,000,000.01	80,000,024.17	20,426,418.36	138,100,000.00	140,000,000.01	5.00	184,917,881.24	214,214,164.21	175,089,999.00	17,383,629.09	180,097,621.99	175,089,999.00							
12017	Devoter	12017	9.00	195,809,371.02	210,046,111.19	124,999,999.99	28,884,909.44	210,026,011.00	210,046,111.19	4.00	284,224,998.99	329,900,000.00	265,999,997.98	28,241,459.47	265,999,997.98	265,999,997.98							
12019	Sacrilege	12019	16.00	144,542,194.34	165,006,000.00	75,000,000.00	25,726,608.51	162,501,011.87	165,006,000.00	25.00	229,459,316.42	239,999,991.00	219,999,836.75	6,647,377.13	229,849,122.06	219,999,841.76							
12021	Phobos	12021	4.00	195,698,276.96	225,103,033.61	107,484,007.00	58,809,513.31	166,293,520.31	225,103,033.61	2.00	269,950,499.90	269,950,499.91	269,950,499.89	0.01	269,950,499.90	269,950,499.89							
12023	Deimos	12023	10.00	140,240,010.67	177,100,000.09	75,000,000.05	34,922,798.16	136,000,026.64	177,100,000.09	29.00	281,584,367.50	598,700,000.30	209,999,737.95	107,987,926.23	219,499,073.96	209,999,737.95							
12032	Manticore	12032	58.00	17,160,275.43	23,282,202.18	6,000,000.64	5,100,431.70	23,137,648.44	23,282,202.18	22.00	26,736,300.13	27,000,000.00	26,699,993.88	95,566.28	26,699,994.00	26,699,993.88							
12034	Hound	12034	60.00	16,546,397.59	19,100,958.08	5,304,000.03	3,929,940.03	19,000,957.00	19,100,958.08	42.00	27,123,610.84	31,350,000.00	24,199,985.25	3,235,778.99	24,420,988.11	24,199,985.25							
12038	Purifier	12038	75.00	18,143,455.77	18,402,000.07	17,608,001.00	304,992.60	18,333,000.51	18,402,000.07	24.00	30,589,582.95	35,000,000.00	24,999,998.99	4,184,229.49	35,000,000.00	24,999,998.99							
12042	Ishkur	12042	41.00	19,332,624.35	24,302,667.41	25,015.55	8,317,701.07	24,250,000.00	24,302,667.41	40.00	28,829,913.15	49,999,950.19	25,599,999.00	7,593,448.91	25,699,899.09	25,681,729.64							
12044	Enyo	12044	16.00	18,978,203.91	22,500,000.00	26,975.55	7,948,047.75	21,665,968.67	22,500,000.00	44.00	27,384,985.65	28,210,002.85	23,299,998.95	1,667,261.49	28,210,002.85	23,599,964.65							
12238	Refining Array	12238	7.00	24,000,228.00	24,000,231.35	24,000,208.00	11.00	24,000,231.33	24,000,231.35	2.00	65,000,000.00	80,000,000.00	50,000,000.00	15,000,000.00	65,000,000.00	50,000,000.00							
12239	Medium Intensive Refining Array	12239	2.00	35,500,001.34	41,000,000.67	30,000,002.00	5,499,999.34	35,500,001.34	41,000,000.67	10.00	70,499,999.60	90,000,000.00	64,999,999.99	9,165,151.34	64,999,999.99	64,999,999.99							
12302	Test Dummies	12302	10,000.00	1.00	1.00	1.00	0.00	1.00	1.00	16.00	25,000,000.00	25,000,000.00	25,000,000.00	0.00	25,000,000.00	25,000,000.00							
12478	Khumaak	12478	33,332.00	9,880.85	9,881.61	9,880.09	0.76	9,880.85	9,881.61	0.00	0.00	0.00	0.00	0.00	0.00	0.00							
12542	Guristas Bronze Tag	12542	1,210.00	15,918.66	16,102.00	15,002.79	517.70	16,100.00	16,100.02	0.00	0.00	0.00	0.00	0.00	0.00	0.00							
12543	Guristas Silver Tag	12543	200.00	1,001.79	1,001.79	1,001.79	0.00	1,001.79	1,001.79	2.00	98,999.99	99,999.99	97,999.99	1,000.00	98,999.99	97,999.99							
12544	Guristas Gold Tag	12544	700.00	11,286.23	11,400.00	11,001.79	199.10	11,200.90	11,400.00	1.00	146,000.00	146,000.00	146,000.00	0.00	146,000.00	146,000.00							
12545	Guristas Platinum Tag	12545	3,700.00	108.45	108.55	106.79	0.88	107.67	108.55	1.00	11,999.99	11,999.99	11,999.99	0.00	11,999.99	11,999.99							
12546	Guristas Crystal Tag	12546	0.00	0.00	0.00	0.00	0.00	0.00	0.00	4.00	349,999.49	399,999.00	299,999.98	47,139.99	299,999.99	299,999.98							
12729	Crane	12729	14.00	120,609,098.77	120,609,408.67	120,608,007.44	437.00	120,609,408.59	120,609,408.67	16.00	155,041,067.48	162,657,938.88	149,999,899.99	5,191,302.09	153,499,954.89	149,999,899.99							
12731	Bustard	12731	14.00	125,050,188.02	125,061,100.01	125,001,779.18	20,588.71	125,060,132.05	125,061,100.01	3.00	244,292,638.66	249,989,459.99	238,000,000.00	4,912,774.94	244,888,456.00	238,000,000.00							
12733	Prorator	12733	3.00	35,000,000.37	35,000,000.38	35,000,000.36	0.01	35,000,000.37	35,000,000.38	11.00	119,189,301.97	125,000,000.00	114,888,886.98	4,395,740.20	118,318,943.41	114,888,886.98							
12735	Prowler	12735	19.00	114,374,524.35	121,000,121.01	102,600,005.01	7,715,577.80	116,125,000.00	121,000,121.01	8.00	139,999,952.40	140,000,000.00	139,999,929.85	23.62	139,999,939.87	139,999,929.85							
12743	Viator	12743	8.00	70,112,207.57	70,112,274.90	70,112,105.29	71.55	70,112,182.65	70,112,274.90	29.00	138,234,325.15	173,899,979.95	134,699,688.45	9,550,841.62	134,699,994.82	134,699,688.45							
12745	Occator	12745	12.00	157,109,968.17	163,009,510.15	104,999,990.97	17,254,192.43	162,553,508.76	163,009,510.15	16.00	224,138,311.69	250,104,009.40	199,000,000.99	18,526,776.32	215,499,999.49	199,000,000.99							
12747	Mastodon	12747	15.00	149,042,134.46	160,000,000.24	60,000,000.02	29,256,057.47	157,799,902.58	160,000,000.24	11.00	201,884,860.70	219,768,764.28	189,999,990.18	10,322,442.54	198,998,655.99	189,999,990.18							
12753	Impel	12753	6.00	75,333,334.14	102,000,000.00	70,000,000.95	12,799,999.61	70,000,000.99	102,000,000.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00							
12836	Transcranial Microcontrollers	12836	7,180.00	41,496.67	44,000.02	36,002.01	3,039.28	43,101.00	44,000.02	6,533.00	84,581.96	90,000.00	84,000.00	1,898.12	84,500.00	84,484.48							
12865	Quafe Ultra	12865	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00							
12994	Quafe Ultra Special Edition	12994	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00							
13202	Megathron Federate Issue	13202	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00							
14358	Zemnar	14358	100,000.00	24.99	24.99	24.99	0.00	24.99	24.99	22.00	5,000.00	5,000.00	5,000.00	0.00	5,000.00	5,000.00							
15316	Galeptos Medicine	15316	0.00	0.00	0.00	0.00	0.00	0.00	0.00	72.00	4,999.35	5,000.00	4,999.00	0.50	4,999.50	4,999.00							
15317	Genetically Enhanced Livestock	15317	65,000.00	6,510.10	6,510.11	6,510.07	0.02	6,510.10	6,510.11	0.00	0.00	0.00	0.00	0.00	0.00	0.00							
15331	Metal Scraps	15331	305,000.00	1,523.88	1,526.87	1,506.09	7.63	1,526.80	1,526.87	1,941.00	1,653.10	2,000.00	1,545.00	149.90	1,547.99	1,545.00							
15353	Research Tools	15353	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00							
15410	Neophite	15410	4.00	19,311,000.00	19,311,000.01	19,311,000.00	0.01	19,311,000.00	19,311,000.01	0.00	0.00	0.00	0.00	0.00	0.00	0.00							
15587	Federation Navy Midshipman Insignia I	15587	13,333.00	102.75	111.00	100.00	5.50	100.00	111.00	2.00	2,000.00	2,000.00	2,000.00	0.00	2,000.00	2,000.00							
15588	Federation Navy Midshipman Insignia II	15588	3,333.00	111.00	111.00	111.00	0.00	111.00	111.00	1.00	8,000.00	8,000.00	8,000.00	0.00	8,000.00	8,000.00							
15589	Federation Navy Midshipman Insignia III	15589	3,333.00	111.00	111.00	111.00	0.00	111.00	111.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00							
15590	Federation Navy Sergeant Insignia I	15590	500.00	500.00	500.00	500.00	0.00	500.00	500.00	48.00	490,833.27	500,000.00	449,999.00	22,776.33	500,000.00	449,999.00							
15591	Federation Navy Sergeant Major Insignia I	15591	0.00	0.00	0.00	0.00	0.00	0.00	0.00	4.00	30,000.00	30,000.00	30,000.00	0.00	30,000.00	30,000.00							
15592	Federation Navy Fleet Captain Insignia I	15592	4,200.00	160,023.85	204,000.00	25,000.00	83,937.17	202,100.05	202,218.80	0.00	0.00	0.00	0.00	0.00	0.00	0.00							
15593	Federation Navy Fleet Major Insignia I	15593	3,000.00	50,000.01	50,000.01	50,000.01	0.00	50,000.01	50,000.01	512.00	119,907.84	128,989.00	109,959.00	6,522.10	124,494.50	119,890.07							
15594	Federation Navy Fleet Colonel Insignia I	15594	111.00	1,759,571.09	1,765,000.00	1,755,121.16	4,939.42	1,755,121.16	1,765,000.00	31.00	3,813,580.61	3,949,000.00	3,698,999.99	96,810.45	3,699,999.00	3,698,999.99							
15646	Federation Navy Command Sergeant Major Insignia I	15646	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00							
15647	Federation Navy Squad Leader Insignia	15647	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00							
15648	Federation Navy Raid Leader Insignia	15648	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00							
15649	Federation Navy Sergeant Elite Insignia	15649	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00							
15650	Federation Navy Fleet Commander Insignia	15650	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00							
15673	Federation Navy Fleet Colonel Insignia II	15673	500.00	50,500.00	50,500.00	50,500.00	0.00	50,500.00	50,500.00	65.00	793,999.54	794,000.00	793,999.00	0.50	794,000.00	793,999.00							
15994	Federation Navy Sergeant Insignia II	15994	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1,386.00	56,954.96	57,500.00	25,000.00	15,209.60	57,023.59	56,954.17							
16002	Federation Navy Sergeant Insignia III	16002	845.00	51,500.00	51,500.01	51,500.00	0.01	51,500.00	51,500.01	119.00	156,966.04	270,000.00	148,999.98	52,935.97	148,999.99	148,999.98							
16227	Ferox	16227	11.00	50,008,851.05	50,009,335.00	50,008,004.89	531.89	50,009,334.49	50,009,335.00	47.00	59,776,951.31	62,479,000.00	56,999,998.00	1,954,283.88	59,999,949.18	56,999,998.00							
16229	Brutix	16229	37.00	50,384,948.57	52,103,000.04	35,001,003.01	4,737,161.89	52,079,001.58	52,103,000.02	63.00	62,209,347.32	80,000,000.00	61,689,996.90	5,430,317.25	61,689,998.69	61,689,996.90							
16231	Cyclone	16231	27.00	41,409,041.01	46,700,002.01	20,000,000.00	9,275,982.46	46,622,006.00	46,700,002.00	186.00	54,012,034.07	75,990,000.00	51,999,999.99	6,221,579.29	52,012,993.63	52,012,297.43							
16233	Prophecy	16233	15.00	34,455,568.11	54,205,107.20	21,288,991.59	16,123,957.13	21,290,000.36	54,205,107.20	32.00	63,781,273.43	69,000,000.00	58,999,900.00	4,567,384.51	59,000,000.00	58,999,980.90							
16236	Coercer	16236	181.00	466,376.61	954,000.14	152,001.00	377,595.44	152,001.00	954,000.14	145.00	1,584,254.30	1,688,787.00	1,200,000.00	194,696.38	1,677,777.67	1,200,000.00							
16238	Cormorant	16238	99.00	116,390.28	118,000.66	116,000.01	862.76	116,000.01	118,000.66	170.00	1,317,243.23	1,997,859.15	1,099,000.00	214,885.05	1,349,899.85	1,170,499.98							
16240	Catalyst	16240	1,435.00	610,750.29	912,500.23	468,101.00	162,216.48	570,075.35	912,137.74	251.00	1,358,234.56	1,399,978.90	1,254,999.99	61,234.68	1,395,114.27	1,254,999.99							
16242	Thrasher	16242	580.00	586,122.17	754,013.31	251,172.61	221,278.26	754,000.00	754,013.30	465.00	1,277,113.64	1,480,000.00	1,049,999.00	132,957.55	1,356,049.50	1,108,569.77							
16262	Clear Icicle	16262	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00							
16263	Glacial Mass	16263	1,600.00	198,531.26	205,000.00	198,100.01	3,449.99	198,100.01	205,000.00	131.00	260,916.03	264,000.00	260,000.00	2,000.00	262,000.00	260,000.00							
16264	Blue Ice	16264	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00							
16265	White Glaze	16265	1,000.00	150,000.00	150,000.00	150,000.00	0.00	150,000.00	150,000.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00							
16266	Glare Crust	16266	0.00	0.00	0.00	0.00	0.00	0.00	0.00	12.00	600,000.00	600,000.00	600,000.00	0.00	600,000.00	600,000.00							
16267	Dark Glitter	16267	0.00	0.00	0.00	0.00	0.00	0.00	0.00	400.00	850,000.00	850,000.00	850,000.00	0.00	850,000.00	850,000.00							
16268	Gelidus	16268	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00							
16269	Krystallos	16269	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00							
16272	Heavy Water	16272	13,100,000.00	156.29	157.04	101.00	17.45	157.00	157.04	12,066,902.00	249.18	290.00	174.99	22.99	259.50	201.97							
16273	Liquid Ozone	16273	8,344,444.00	339.59	376.55	320.09	24.25	320.09	376.55	9,621,638.00	511.02	524.93	430.50	27.66	524.03	460.81							
16274	Helium Isotopes	16274	5,736,111.00	573.81	640.16	494.27	62.36	521.70	640.16	3,226,809.00	1,047.81	1,100.00	999.01	50.29	1,049.93	999.01							
16275	Strontium Clathrates	16275	3,239,950.00	1,963.58	5,561.08	550.30	1,979.26	925.20	5,561.07	1,401,577.00	17,003.65	20,000.00	6,799.42	3,784.13	20,000.00	6,799.43							
16633	Hydrocarbons	16633	1,000,000.00	35.00	35.00	35.00	0.00	35.00	35.00	220,500.00	286.01	300.99	199.99	40.84	300.99	257.68							
16634	Atmospheric Gases	16634	1,000,000.00	10.00	10.00	10.00	0.00	10.00	10.00	93,300.00	250.00	250.00	250.00	0.00	250.00	250.00							
16635	Evaporite Deposits	16635	300,000.00	700.01	700.01	700.01	0.00	700.01	700.01	244,200.00	1,871.56	1,999.98	1,699.99	122.47	1,999.98	1,699.99							
16636	Silicates	16636	185,000.00	350.09	350.09	350.08	0.00	350.09	350.09	482,600.00	2,188.05	3,000.99	1,499.99	561.93	2,345.00	1,499.99							
16637	Tungsten	16637	100,000.00	8.00	8.00	8.00	0.00	8.00	8.00	57,296.00	590.00	590.00	590.00	0.00	590.00	590.00							
16638	Titanium	16638	100,000.00	1,000.01	1,000.01	1,000.01	0.00	1,000.01	1,000.01	0.00	0.00	0.00	0.00	0.00	0.00	0.00							
16639	Scandium	16639	400,000.00	1,100.02	1,100.03	1,100.00	0.01	1,100.03	1,100.03	314,570.00	3,469.50	4,199.99	2,800.00	580.40	3,849.99	2,800.00							
16640	Cobalt	16640	450,000.00	582.24	1,039.77	309.98	304.22	309.98	1,039.77	161,639.00	1,576.65	1,700.00	1,300.00	172.92	1,699.00	1,300.00							
16641	Chromium	16641	250,000.00	760.44	2,203.00	399.85	849.80	399.85	2,203.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00							
16642	Vanadium	16642	174,000.00	1,650.02	1,650.03	1,650.00	0.01	1,650.03	1,650.03	203,381.00	2,999.24	3,000.00	2,975.00	12.50	3,000.00	2,999.24							
16643	Cadmium	16643	154,000.00	3,750.43	8,845.06	1,000.13	3,697.19	1,000.13	8,845.06	972.00	15,000.00	15,000.00	15,000.00	0.00	15,000.00	15,000.00							
16644	Platinum	16644	365,000.00	1,526.32	1,527.38	1,525.16	0.79	1,525.69	1,527.38	697,786.00	3,499.81	3,500.99	3,498.98	0.76	3,499.50	3,498.98							
16646	Mercury	16646	70,000.00	1,500.01	1,500.01	1,500.00	0.00	1,500.01	1,500.01	218,283.00	4,111.65	4,189.99	3,980.00	94.93	4,188.00	3,980.00							
16647	Caesium	16647	250,000.00	399.86	400.00	399.82	0.09	399.82	400.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00							
16648	Hafnium	16648	165,000.00	2,185.71	4,010.07	999.89	1,419.01	999.89	4,010.07	646,301.00	8,429.55	11,999.98	7,499.97	1,215.93	7,798.89	7,499.97							
16649	Technetium	16649	20,000.00	5,200.01	5,200.01	5,200.01	0.00	5,200.01	5,200.01	168,885.00	8,250.00	8,250.00	8,250.00	0.00	8,250.00	8,250.00							
16650	Dysprosium	16650	45,000.00	13,000.05	13,000.07	13,000.01	0.03	13,000.07	13,000.07	8,930.00	87,499.99	87,499.99	87,499.99	0.00	87,499.99	87,499.99							
16651	Neodymium	16651	120,000.00	2,007.14	2,016.00	2,000.80	7.16	2,000.81	2,016.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00							
16652	Promethium	16652	20,000.00	1,868.01	1,868.01	1,868.01	0.00	1,868.01	1,868.01	0.00	0.00	0.00	0.00	0.00	0.00	0.00							
16653	Thulium	16653	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00							
16654	Titanium Chromide	16654	100,000.00	40.00	40.00	40.00	0.00	40.00	40.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00							
16655	Crystallite Alloy	16655	0.00	0.00	0.00	0.00	0.00	0.00	0.00	30,974.00	8,200.00	8,200.00	8,200.00	0.00	8,200.00	8,200.00							
16656	Fernite Alloy	16656	100,000.00	50.00	50.00	50.00	0.00	50.00	50.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00							
16657	Rolled Tungsten Alloy	16657	100,000.00	40.00	40.00	40.00	0.00	40.00	40.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00							
16658	Silicon Diborite	16658	1,000,000.00	80.00	80.00	80.00	0.00	80.00	80.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00							
16659	Carbon Polymers	16659	350,000.00	1,001.08	1,001.14	1,001.07	0.03	1,001.07	1,001.14	56,121.00	2,823.64	2,900.00	2,690.00	85.76	2,800.00	2,690.00							
16660	Ceramic Powder	16660	100,000.00	500.11	500.11	500.11	0.00	500.11	500.11	144,551.00	1,946.92	2,099.84	1,500.00	245.05	2,099.84	1,500.00							
16661	Sulfuric Acid	16661	100,000.00	735.03	735.03	735.03	0.00	735.03	735.03	0.00	0.00	0.00	0.00	0.00	0.00	0.00							
16662	Platinum Technite	16662	100,000.00	80.00	80.00	80.00	0.00	80.00	80.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00							
16663	Caesarium Cadmide	16663	150,000.00	1,000.05	1,000.12	1,000.01	0.06	1,000.01	1,000.12	126,050.00	8,850.00	8,850.00	8,850.00	0.00	8,850.00	8,850.00							
16664	Solerium	16664	200,000.00	500.64	500.64	500.63	0.00	500.64	500.64	0.00	0.00	0.00	0.00	0.00	0.00	0.00							
16665	Hexite	16665	300,000.00	2,833.64	4,100.00	500.92	1,651.50	3,900.01	4,100.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00							
16666	Hyperflurite	16666	20,000.00	2,000.17	2,000.17	2,000.17	0.00	2,000.17	2,000.17	0.00	0.00	0.00	0.00	0.00	0.00	0.00							
16667	Neo Mercurite	16667	100,000.00	320.00	320.00	320.00	0.00	320.00	320.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00							
16668	Dysporite	16668	5,000.00	10,000.11	10,000.11	10,000.11	0.00	10,000.11	10,000.11	18,800.00	47,999.99	47,999.99	47,999.99	0.00	47,999.99	47,999.99							
16669	Ferrofluid	16669	15,000.00	10,000.05	10,000.12	10,000.01	0.06	10,000.01	10,000.12	0.00	0.00	0.00	0.00	0.00	0.00	0.00							
16670	Crystalline Carbonide	16670	5,614,111.00	169.63	178.25	154.13	9.64	178.19	178.24	12,344,852.00	255.41	346.00	249.60	28.61	249.70	249.60							
16671	Titanium Carbide	16671	9,150,425.00	149.80	183.11	128.98	17.49	150.00	182.73	0.00	0.00	0.00	0.00	0.00	0.00	0.00							
16672	Tungsten Carbide	16672	9,000,000.00	107.56	140.03	95.06	22.02	95.08	140.03	9,159,822.00	214.73	219.52	213.53	2.57	214.00	213.53							
16673	Fernite Carbide	16673	15,407,218.00	135.63	141.19	120.03	9.32	141.10	141.16	3,000,000.00	174.89	174.89	174.89	0.00	174.89	174.89							
16678	Sylramic Fibers	16678	1,506,435.00	303.09	313.53	270.09	18.37	311.85	313.52	11,452,791.00	345.12	369.99	336.99	12.92	337.00	336.99							
16679	Fullerides	16679	1,176,511.00	588.74	671.35	200.00	129.29	671.19	671.34	999,500.00	948.97	949.00	948.97	0.01	948.97	948.97							
16680	Phenolic Composites	16680	346,460.00	1,414.56	1,503.02	1,267.80	73.47	1,470.07	1,502.43	1,265,431.00	2,229.37	2,255.99	2,049.99	95.73	2,255.99	2,049.99							
16681	Nanotransistors	16681	133,444.00	2,161.40	2,201.22	1,901.21	132.37	2,201.19	2,201.22	1,267,322.00	2,792.88	3,098.98	2,586.83	238.62	2,598.95	2,586.83							
16682	Hypersynaptic Fibers	16682	76,122.00	7,531.57	10,053.01	4,000.00	2,013.62	5,850.08	10,052.55	56,993.00	14,800.55	15,000.00	13,999.99	399.21	14,996.97	13,999.99							
