ID	Name	ID	Buy Vol	Buy Avg	Buy Max	Buy Min	Buy StdDev	Buy Median	Buy Percentile	Sell Vol	Sell Avg	Sell Max	Sell Min	Sell StdDev	Sell Median	Sell Percentile							30002510
20424	Datacore - Mechanical Engineering	20424	22,787.00	47,842.96	50,050.07	1.00	16,121.75	48,033.30	50,050.07	751.00	220,100.40	297,500.00	65,000.00	109,577.99	297,500.00	65,000.00							
20425	Datacore - Offensive Subsystems Engineering	20425	103,000.00	509.88	1,000.02	500.15	249.93	500.16	509.97	10,243.00	97,821.90	97,999.99	50,000.00	20,784.60	97,999.98	97,730.90							
21009	Capital Propulsion Engine	21009	126.00	4,398,425.52	6,023,000.65	2,302,155.77	1,753,787.45	6,022,000.70	6,023,000.65	0.00	0.00	0.00	0.00	0.00	0.00	0.00							
21011	Capital Turret Hardpoint	21011	200.00	2,600,999.11	2,600,999.12	2,600,999.10	0.01	2,600,999.11	2,600,999.12	0.00	0.00	0.00	0.00	0.00	0.00	0.00							
21013	Capital Sensor Cluster	21013	82.00	4,442,651.04	5,005,001.84	3,000,099.02	945,120.25	5,005,001.82	5,005,001.84	22.00	11,000,000.00	11,000,000.00	11,000,000.00	0.00	11,000,000.00	11,000,000.00							
21017	Capital Armor Plates	21017	100.00	3,850,956.46	5,200,913.90	2,500,999.02	1,349,957.44	3,850,956.46	5,200,913.90	11.00	7,999,999.99	8,000,000.00	7,999,999.99	0.00	8,000,000.00	7,999,999.99							
21019	Capital Capacitor Battery	21019	51.00	2,973,528.97	5,000,001.25	2,349,999.02	1,249,223.03	2,349,999.04	5,000,001.25	0.00	0.00	0.00	0.00	0.00	0.00	0.00							
21021	Capital Power Generator	21021	521.00	9,500.06	9,500.08	9,500.06	0.01	9,500.06	9,500.08	0.00	0.00	0.00	0.00	0.00	0.00	0.00							
21023	Capital Shield Emitter	21023	466.00	9,942.03	10,000.01	4,596.98	2,547.01	10,000.00	10,000.01	0.00	0.00	0.00	0.00	0.00	0.00	0.00							
21025	Capital Jump Drive	21025	355.00	15,140.86	25,000.98	15,000.00	5,000.49	15,000.00	15,140.86	6.00	15,000,000.00	15,000,000.00	15,000,000.00	0.00	15,000,000.00	15,000,000.00							
21027	Capital Cargo Bay	21027	157.00	3,408,037.00	5,901,995.65	2,406,000.03	1,648,028.14	2,406,000.05	5,901,995.65	23.00	9,499,999.99	9,499,999.99	9,499,999.98	0.00	9,499,999.99	9,499,999.98							
21029	Capital Drone Bay	21029	555.00	328,419.90	3,560,001.14	4,596.99	1,675,114.40	8,500.00	3,560,001.14	248.00	9,900,000.00	9,900,000.00	9,900,000.00	0.00	9,900,000.00	9,900,000.00							
21035	Capital Computer System	21035	788.00	417,995.27	4,500,003.77	7,500.00	2,200,378.18	7,500.00	4,500,003.72	15.00	10,000,000.00	10,000,000.00	9,999,999.99	0.00	10,000,000.00	9,999,999.99							
21037	Capital Construction Parts	21037	220.00	4,183,762.36	5,513,000.15	2,302,125.99	1,557,540.52	4,006,500.07	5,513,000.15	171.00	8,560,964.42	9,000,000.00	8,499,997.94	200,909.97	8,662,500.00	8,499,997.94							
21039	Capital Siege Array	21039	410.00	14,000.24	14,001.00	14,000.00	0.50	14,000.00	14,001.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00							
21041	Capital Launcher Hardpoint	21041	400.00	10,000.00	10,000.01	10,000.00	0.01	10,000.00	10,000.01	51.00	10,500,000.00	10,500,000.00	10,500,000.00	0.00	10,500,000.00	10,500,000.00							
21073	Sleeper Split Cables	21073	99.00	459.97	459.97	459.97	0.00	459.97	459.97	10.00	950,000.00	950,000.00	949,999.99	0.01	950,000.00	949,999.99							
21074	Talocan Sketch Books	21074	55.00	1,373,294.82	1,799,019.00	4,596.98	746,890.51	836,303.00	1,799,019.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00							
21075	Talocan Molecule Binder	21075	150.00	1,136.67	1,700.00	10.00	845.00	855.00	1,700.00	2.00	575,000.00	600,000.00	550,000.00	25,000.00	575,000.00	550,000.00							
21076	Talocan Stasis Inverter	21076	100.00	450.00	450.00	450.00	0.00	450.00	450.00	3.00	2,283,333.33	2,650,000.00	2,000,000.00	271,825.11	2,200,000.00	2,000,000.00							
21077	Talocan Info Shards	21077	2,050.00	111.28	4,500.00	1.56	2,120.58	1.57	215.78	8.00	178,500.00	485,000.00	44,000.00	162,773.95	60,000.00	44,000.00							
21078	Talocan Reflective Sheets	21078	150.00	28,200.00	75,000.00	4,800.00	35,100.00	4,800.00	75,000.00	8.00	516,683.65	613,469.18	450,000.00	59,353.04	571,734.59	450,000.00							
21079	Talocan Perpetual Clock	21079	200.00	4,755.01	9,500.02	10.00	4,745.01	4,755.01	9,500.02	9.00	105,889.78	150,010.00	70,000.00	30,854.61	104,000.00	70,000.00							
21080	Talocan Solid Atomizer	21080	170.00	12,646.47	50,000.00	1,499.00	19,985.09	1,499.00	50,000.00	3.00	1,239,998.33	1,239,999.00	1,239,998.00	0.50	1,239,998.50	1,239,998.00							
21081	Talocan Mechanical Gears	21081	250.00	4,288.04	15,000.00	220.00	6,413.31	3,000.09	15,000.00	9.00	450,554.08	1,500,000.00	128,641.37	472,622.42	150,000.00	128,641.37							
21082	Talocan System Interface Unit	21082	161.00	9,382.40	20,000.00	4,596.98	7,260.34	4,600.00	20,000.00	15.00	1,242,732.72	1,899,998.00	999,999.00	289,034.80	1,097,000.00	999,999.00							
21084	Talocan Mathematical Schematics	21084	614.00	4,324.05	43,900.00	1,300.61	17,868.13	1,300.61	17,584.75	37.00	881,185.02	1,499,999.99	698,999.00	265,318.17	783,997.00	699,449.50							
21085	Talocan Automation Accounts	21085	100.00	1,990.00	1,990.00	1,990.00	0.00	1,990.00	1,990.00	12.00	516,762.67	1,000,000.00	188,989.99	331,340.89	200,000.00	188,989.99							
21086	Talocan Partition Plates	21086	250.00	14,762.01	35,000.00	10.04	16,067.49	1,900.00	35,000.00	2.00	1,650,000.00	1,700,000.00	1,600,000.00	50,000.00	1,650,000.00	1,600,000.00							
21087	Talocan Intricate Formulas	21087	0.00	0.00	0.00	0.00	0.00	0.00	0.00	12.00	320,895.61	999,998.99	1.00	300,976.08	249,999.00	1.00							
21088	Talocan Stasis Deflector	21088	21.00	2,312,871.43	3,695,100.00	1,799,000.00	851,577.64	1,799,000.00	3,695,100.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00							
21089	Talocan Ignition Device	21089	200.00	10.00	10.00	10.00	0.00	10.00	10.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00							
21568	Sleeper Data Interface Protocol	21568	150.00	121,189.60	121,200.00	121,168.79	15.61	121,184.39	121,200.00	2.00	275,000.00	300,000.00	250,000.00	25,000.00	275,000.00	250,000.00							
21569	Sleeper Profound Research Notes	21569	16.00	22,125,000.01	22,500,000.01	21,500,000.00	500,000.01	22,000,000.01	22,500,000.01	7.00	104,649,285.70	120,999,999.99	99,999,999.97	8,141,040.72	99,999,999.98	99,999,999.97							
21570	Sleeper Manuscripts	21570	50.00	25,003.06	25,003.06	25,003.06	0.00	25,003.06	25,003.06	0.00	0.00	0.00	0.00	0.00	0.00	0.00							
21571	Sleeper Technical Schematics	21571	1,333.00	10.00	10.00	10.00	0.00	10.00	10.00	12.00	126,824.04	230,000.00	77,654.26	47,396.99	116,500.00	77,654.26							
21572	Sleeper Data Crystals	21572	100.00	21,020.00	21,020.00	21,020.00	0.00	21,020.00	21,020.00	98.00	545,918.37	2,400,000.00	490,000.00	807,478.93	490,000.00	490,000.00							
21584	Sleeper Micro Circuits	21584	2,000.00	100.50	101.00	100.00	0.50	100.50	101.00	10.00	415,112.13	435,000.00	380,000.00	21,967.83	432,500.00	380,000.00							
21585	Sleeper Cryo Batteries	21585	200.00	102.50	103.00	102.00	0.50	102.50	103.00	21.00	414,593.10	1,000,000.00	225,000.00	223,632.93	350,000.00	225,000.00							
21586	Sleeper Virtual Energizer	21586	77.00	161,662.08	990,000.00	1,723.00	458,880.98	1,723.00	990,000.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00							
21587	Electronic Link	21587	0.00	0.00	0.00	0.00	0.00	0.00	0.00	2,329.00	403.18	480.00	110.00	147.80	479.98	110.00							
21588	Spare Parts	21588	989,658.00	0.63	0.63	0.63	0.00	0.63	0.63	1,032.00	4,525.54	5,000.00	0.64	2,333.51	5,000.00	0.64							
21589	Power Couplings	21589	986,989.00	0.63	0.63	0.63	0.00	0.63	0.63	816.00	86.12	175.00	0.66	82.18	0.66	0.66							
21590	Armor Blocks	21590	0.00	0.00	0.00	0.00	0.00	0.00	0.00	195.00	1,272.31	1,500.00	299.99	565.69	1,500.00	300.00							
21591	Computer Chips	21591	0.00	0.00	0.00	0.00	0.00	0.00	0.00	168.00	13.45	69.98	1.00	32.45	1.27	1.00							
21592	Electric Conduit	21592	12,200,000.00	1.04	10.00	0.73	3.66	1.01	1.10	1,787.00	30.72	35.00	28.99	2.57	30.50	29.00							
21593	Mechanic Parts	21593	1,086,542.00	1.01	1.01	1.00	0.01	1.01	1.01	9,677.00	71.71	80.00	50.00	8.80	80.00	50.00							
21594	Energy Cells	21594	100,000.00	0.50	0.50	0.50	0.00	0.50	0.50	64,348.00	172.41	175.00	85.00	43.51	175.00	155.39							
21595	Construction Alloy	21595	100,000.00	15.00	15.00	15.00	0.00	15.00	15.00	2,543.00	70.43	196.21	43.38	60.05	43.40	43.38							
21596	Data Processor	21596	100,000.00	50.00	50.00	50.00	0.00	50.00	50.00	2,261.00	160.34	185.00	100.00	35.94	175.50	100.00							
21719	Sleeper Hyperbooster	21719	0.00	0.00	0.00	0.00	0.00	0.00	0.00	5.00	112,426,666.60	119,900,000.00	101,111,110.90	6,652,486.73	115,505,555.50	101,111,110.90							
21720	Sleeper Thermal Regulator	21720	19.00	546,000.46	546,000.46	546,000.46	0.00	546,000.46	546,000.46	0.00	0.00	0.00	0.00	0.00	0.00	0.00							
21721	Sleeper Heat Nullifying Coil	21721	3,900.00	1,006.25	1,350.00	100.00	486.06	1,302.06	1,350.00	66.00	257,636.36	290,000.00	164,000.00	45,280.58	279,999.99	190,444.44							
21722	Sleeper Nanite Cluster	21722	90.00	1,406,669.12	2,800,000.01	12,000.00	1,313,566.68	2,800,000.01	2,800,000.01	37.00	4,824,324.32	5,000,000.00	4,499,999.99	235,702.26	5,000,000.00	4,499,999.99							
21723	Sleeper Reintegration Control	21723	11.00	4,596.98	4,596.98	4,596.98	0.00	4,596.98	4,596.98	6.00	7,231,275.56	9,900,000.00	1,987,654.33	3,840,733.39	9,799,999.00	1,987,654.33							
21724	Guristas Heavy Weapon Console	21724	31.00	500,001.00	500,001.00	500,001.00	0.00	500,001.00	500,001.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00							
21725	Guristas Medium Weapon Console	21725	54.00	1,248,204.34	1,700,001.00	4,596.98	674,209.04	1,302,001.01	1,700,001.00	3.00	3,616,666.66	4,900,000.00	2,949,999.99	907,683.26	3,000,000.00	2,949,999.99							
21726	Guristas Light Weapon Console	21726	219.00	495.99	495.99	495.96	0.02	495.98	495.99	3.00	2,182,985.45	4,000,000.00	800,000.00	1,341,960.24	1,748,956.36	800,000.00							
21727	Guristas Gravity Focuser	21727	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00							
21728	Guristas Graviton Hardening	21728	50.00	160,000.07	160,000.07	160,000.07	0.00	160,000.07	160,000.07	3.00	1,130,222.33	1,350,000.00	750,000.00	269,946.75	1,290,667.00	750,000.00							
21729	Angel Advanced Trigger Mechanism	21729	0.00	0.00	0.00	0.00	0.00	0.00	0.00	7.00	498,430.13	1,424,999.00	280,000.00	434,467.70	346,002.98	280,000.00							
21730	Angel Standard Trigger Mechanism	21730	0.00	0.00	0.00	0.00	0.00	0.00	0.00	6.00	1,612,231.81	2,500,000.00	352,383.87	944,208.77	2,300,000.00	352,383.87							
21731	Angel Simple Trigger Mechanism	21731	0.00	0.00	0.00	0.00	0.00	0.00	0.00	7.00	474,380.99	500,000.00	460,000.00	14,821.17	475,333.50	460,000.00							
21732	Angel Spatial Analyzer	21732	0.00	0.00	0.00	0.00	0.00	0.00	0.00	22.00	2,593,640.32	5,149,000.00	1,000,000.00	1,850,318.53	1,000,000.00	1,000,000.00							
21733	Angel Dynamic Calibrator	21733	32.00	2,436,834.34	2,887,200.01	4,859.73	1,358,748.24	2,887,200.00	2,887,200.01	0.00	0.00	0.00	0.00	0.00	0.00	0.00							
22428	Redeemer	22428	4.00	751,497,765.58	763,000,000.02	739,995,531.14	10,844,410.62	763,000,000.00	763,000,000.02	9.00	1,121,077,730.05	1,810,102,138.49	989,999,999.00	248,824,014.04	1,001,999,999.98	989,999,999.00							
22430	Sin	22430	8.00	842,737,034.23	858,001,000.07	803,946,636.05	19,664,071.48	854,000,500.83	858,001,000.07	8.00	1,126,799,871.11	1,269,999,999.03	1,095,900,000.00	55,050,431.44	1,108,349,499.99	1,095,900,000.00							
22436	Widow	22436	10.00	928,817,237.38	976,007,000.00	819,359,458.22	65,011,119.77	976,006,865.00	976,007,000.00	2.00	1,143,500,000.00	1,143,999,999.99	1,143,000,000.00	500,000.00	1,143,500,000.00	1,143,000,000.00							
22440	Panther	22440	4.00	680,254,000.15	707,000,000.12	600,016,000.38	46,325,430.77	707,000,000.06	707,000,000.12	25.00	978,970,762.81	994,599,979.96	958,699,989.99	12,043,470.11	994,299,989.98	958,699,995.00							
22442	Eos	22442	9.00	289,465,328.80	291,007,005.08	287,000,018.18	1,621,171.93	289,579,954.70	291,007,005.08	0.00	0.00	0.00	0.00	0.00	0.00	0.00							
22444	Sleipnir	22444	9.00	253,673,521.02	261,000,000.00	250,000,000.00	5,494,782.96	250,015,501.01	261,000,000.00	13.00	357,996,574.48	428,999,969.00	344,992,775.89	24,842,771.78	345,000,000.00	344,992,775.89							
22446	Vulture	22446	10.00	343,924,041.11	344,029,100.00	343,000,000.00	308,017.94	344,026,100.02	344,029,100.00	3.00	403,333,279.00	415,000,000.00	380,000,000.00	16,499,119.81	414,999,837.00	380,000,000.00							
22448	Absolution	22448	7.00	247,572,180.71	252,002,120.41	244,000,011.02	3,688,286.06	245,001,001.11	252,002,120.41	1.00	329,999,957.79	329,999,957.79	329,999,957.79	0.00	329,999,957.79	329,999,957.79							
22452	Heretic	22452	12.00	17,918,417.94	18,503,000.00	15,000,000.00	1,305,193.70	16,751,000.50	18,503,000.00	45.00	48,199,997.19	51,000,000.02	44,999,999.93	2,426,701.70	48,999,992.92	44,999,999.93							
22456	Sabre	22456	50.00	47,969,657.07	60,000,000.00	33,510,000.32	5,894,514.68	50,002,000.23	52,858,571.64	15.00	79,999,881.48	79,999,979.00	79,999,818.71	63.33	79,999,888.83	79,999,818.71							
22460	Eris	22460	10.00	35,150,602.47	35,156,000.00	35,113,009.22	15,590.14	35,154,502.25	35,156,000.00	30.00	54,984,959.57	56,999,992.69	54,599,776.00	731,239.30	54,999,995.99	54,599,776.07							
22464	Flycatcher	22464	10.00	47,676,200.96	47,683,000.00	47,670,003.95	5,528.71	47,681,001.02	47,683,000.00	27.00	63,257,255.36	65,000,000.00	63,188,994.95	598,329.41	63,189,495.85	63,188,994.95							
22466	Astarte	22466	8.00	274,572,133.99	302,009,203.23	174,900,000.00	48,218,558.45	302,004,550.01	302,009,203.23	1.00	429,900,000.00	429,900,000.00	429,900,000.00	0.00	429,900,000.00	429,900,000.00							
22468	Claymore	22468	11.00	261,700,386.02	264,006,000.02	245,670,141.11	5,738,402.81	264,005,001.00	264,006,000.02	4.00	369,999,999.99	399,999,999.99	339,999,999.99	28,284,271.25	340,000,000.00	339,999,999.99							
22470	Nighthawk	22470	6.00	268,068,224.31	280,602,025.83	205,402,033.00	28,025,172.75	280,602,023.12	280,602,025.83	8.00	361,204,165.25	366,000,000.00	333,333,333.00	11,105,694.53	364,800,000.00	333,333,333.00							
22474	Damnation	22474	4.00	233,925,263.51	234,000,010.01	233,701,024.04	140,943.34	234,000,010.00	234,000,010.01	8.00	349,123,038.19	349,999,919.57	348,989,880.00	331,443.89	348,998,889.99	348,989,880.00							
22544	Hulk	22544	54.00	196,666,887.12	215,002,000.21	152,500,002.81	21,726,499.71	213,000,000.00	215,002,000.21	6.00	258,333,333.34	265,000,000.01	244,999,999.99	9,428,090.42	265,000,000.01	244,999,999.99							
22546	Skiff	22546	39.00	148,148,833.91	170,100,001.02	109,990,019.65	19,217,675.73	150,610,575.42	170,100,000.52	13.00	184,142,318.15	185,100,038.75	181,975,000.00	1,236,683.60	184,999,999.92	181,975,000.00							
22548	Mackinaw	22548	23.00	145,938,475.73	165,108,003.58	136,538,007.50	13,163,710.42	137,105,124.54	165,108,003.57	35.00	229,439,942.09	297,799,970.32	200,000,000.00	37,775,166.01	205,301,020.38	200,000,000.00							
23128	Yan Jung Crystal Cylinder	23128	106.00	183,017.92	3,000,000.00	13,999.00	1,493,000.50	13,999.00	3,000,000.00	3.00	13,850,000.00	14,050,000.00	13,500,000.00	248,327.74	14,000,000.00	13,500,000.00							
23129	Yan Jung Paradox Box	23129	59.00	78,510.08	84,000.00	53,001.39	13,140.92	83,001.69	84,000.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00							
23130	Yan Jung Thunder Kite	23130	30.00	25,000.00	25,000.00	25,000.00	0.00	25,000.00	25,000.00	2.00	2,850,000.00	5,000,000.00	700,000.00	2,150,000.00	2,850,000.00	700,000.00							
23131	Yan Jung Void Machine	23131	0.00	0.00	0.00	0.00	0.00	0.00	0.00	6.00	1,332,499.50	1,799,000.00	1,000,000.00	286,923.71	1,298,999.50	1,000,000.00							
23132	Yan Jung Tachyon Stetoscope	23132	29.00	3,109,141.35	3,600,000.01	2,712,009.00	369,443.45	3,005,001.00	3,600,000.01	4.00	57,996,913.58	85,000,000.00	48,987,654.32	16,973,473.40	49,000,000.00	48,987,654.32							
23133	Takmahl Phrenic Appendix	23133	260.00	6,697.27	20,000.00	106.00	6,834.79	4,600.00	20,000.00	12.00	1,173,829.21	1,670,951.51	990,000.00	240,729.40	1,219,999.50	990,000.00							
23134	Takmahl Dynamic Gauge	23134	9.00	6,001,001.00	6,001,001.00	6,001,001.00	0.00	6,001,001.00	6,001,001.00	1.00	8,900,000.00	8,900,000.00	8,900,000.00	0.00	8,900,000.00	8,900,000.00							
23135	Takmahl Gyro Ballast	23135	49.00	994.94	994.94	994.94	0.00	994.94	994.94	3.00	1,993,777.67	2,000,000.00	1,990,666.00	4,399.85	1,990,667.00	1,990,666.00							
23136	Takmahl Biodroid Controller	23136	0.00	0.00	0.00	0.00	0.00	0.00	0.00	3.00	566,666.67	600,000.00	500,000.00	50,000.00	600,000.00	500,000.00							
23137	Takmahl Quantum Sphere	23137	29.00	100,000.63	100,000.64	100,000.60	0.02	100,000.62	100,000.64	3.00	68,299,999.99	129,999,999.99	14,899,999.99	47,354,478.84	60,000,000.00	14,899,999.99							
23138	Yan Jung Null Shell	23138	103.00	19,000.00	19,000.01	19,000.00	0.00	19,000.00	19,000.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00							
23139	Yan Jung Glass Scale	23139	130.00	501.77	502.00	501.00	0.50	501.50	502.00	1.00	50,000,000.00	50,000,000.00	50,000,000.00	0.00	50,000,000.00	50,000,000.00							
23140	Yan Jung Plenary Wire	23140	520.00	5.04	6.00	5.00	0.50	5.00	5.04	0.00	0.00	0.00	0.00	0.00	0.00	0.00							
23141	Yan Jung Silk Armor	23141	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00							
23142	Yan Jung Nano Fabric	23142	50.00	100.00	100.00	100.00	0.00	100.00	100.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00							
23143	Takmahl Diamond Rod	23143	10,200.00	160.39	1,200.00	150.00	492.63	150.00	160.39	6.00	35,466.67	64,000.00	19,900.00	18,460.82	22,500.00	19,900.00							
23144	Takmahl Cohere Cord	23144	0.00	0.00	0.00	0.00	0.00	0.00	0.00	71.00	148,591.54	150,000.00	100,000.00	23,569.99	150,000.00	148,591.54							
23145	Takmahl Solid Mox	23145	299.00	21.84	22.04	21.00	0.48	22.00	22.04	2.00	100,000.00	100,000.00	100,000.00	0.00	100,000.00	100,000.00							
23146	Takmahl Magnetic Slab	23146	10,050.00	199.00	10,000.00	150.00	4,925.00	150.00	199.00	1.00	40,000.00	40,000.00	40,000.00	0.00	40,000.00	40,000.00							
23147	Takmahl Tri-polished Lens	23147	1,514.00	21.78	22.04	21.00	0.44	22.01	22.01	25.00	835,855.09	1,489,998.99	729,345.36	235,153.82	788,999.98	729,345.36							
23148	Blood Raider Limited Ballistic Control	23148	25.00	80,971.95	100,000.01	4,859.73	47,570.14	52,429.87	100,000.01	0.00	0.00	0.00	0.00	0.00	0.00	0.00							
23149	Blood Raider Regular Ballistic Control	23149	5.00	3,601,001.00	3,601,001.00	3,601,001.00	0.00	3,601,001.00	3,601,001.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00							
23150	Blood Raider Extreme Ballistic Control	23150	210.00	1,677,485.81	1,800,000.02	600,000.01	507,275.19	1,752,000.51	1,800,000.02	4.00	2,700,002.51	2,700,010.02	2,700,000.00	5.01	2,700,005.01	2,700,000.00							
23151	Blood Raider Weapon Integration Unit	23151	0.00	0.00	0.00	0.00	0.00	0.00	0.00	5.00	636,000.00	1,700,000.00	240,000.00	635,889.58	500,000.00	240,000.00							
23152	Blood Raider Power Redistributor	23152	15.00	1,424,335.02	3,701,001.00	286,002.03	1,707,499.48	286,002.03	3,701,001.00	6.00	28,499,999.83	50,000,000.00	18,000,000.00	11,250,926.01	24,000,000.00	18,000,000.00							
23153	Serpentis Plain Target Guider	23153	40.00	316,000.43	316,000.64	316,000.21	0.21	316,000.43	316,000.64	2.00	2,249,500.00	3,000,000.00	1,499,000.00	750,500.00	2,249,500.00	1,499,000.00							
23154	Serpentis Basic Target Guider	23154	29.00	575,725.14	751,001.00	452,001.00	149,500.00	452,001.00	751,001.00	1.00	15,000,000.00	15,000,000.00	15,000,000.00	0.00	15,000,000.00	15,000,000.00							
23155	Serpentis Complex Target Guider	23155	36.00	327,935.77	751,001.00	4,596.98	343,564.23	41,803.49	751,001.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00							
23156	Serpentis 3D Scanner Gamut	23156	57.00	719,311.03	1,175,002.00	4,596.98	546,581.67	595,002.50	1,175,002.00	6.00	7,862,500.00	10,000,000.00	4,175,002.00	2,189,268.53	8,999,999.00	4,175,002.00							
23157	Serpentis Multi-tasking Processor	23157	59.00	135,085.15	158,000.00	49,999.00	49,135.41	150,001.00	158,000.00	2.00	5,000,000.00	5,000,000.00	5,000,000.00	0.00	5,000,000.00	5,000,000.00							
23158	Positron Cord	23158	1,096,775.00	1.54	1.56	1.54	0.01	1.54	1.56	1,279.00	403.16	500.00	379.98	49.75	450.00	380.00							
23159	Auxiliary Parts	23159	1,486,855.00	1.03	1.04	1.02	0.01	1.02	1.04	707.00	86.54	87.50	80.00	2.68	87.43	80.00							
23160	Force Cable	23160	1,366,985.00	1.03	1.04	1.02	0.01	1.02	1.04	2,398.00	67.07	99.00	49.00	14.62	73.50	52.61							
23161	Elemental Crux	23161	1,189,698.00	20.03	20.03	20.02	0.01	20.03	20.03	77.00	34.49	34.99	34.00	0.50	34.50	34.00							
23162	Analog Panel	23162	1,086,897.00	1.01	1.01	1.00	0.01	1.01	1.01	912.00	446.16	500.00	100.00	186.25	500.00	107.20							
23163	Current Amplifier	23163	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1,848.00	202.67	294.99	110.00	57.35	199.99	110.00							
23164	Second-hand Parts	23164	200,000.00	1.01	1.01	1.00	0.01	1.01	1.01	414.00	139.21	500.00	49.00	194.29	52.50	49.00							
23165	Heat Depressor	23165	100,000.00	1.00	1.00	1.00	0.00	1.00	1.00	98.00	35.74	48.99	19.00	12.39	30.00	19.00							
23166	Internal Bulkhead	23166	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00							
23167	Mainframe Bit	23167	100,000.00	1.00	1.00	1.00	0.00	1.00	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00							
23168	Yan Jung Info Matrix	23168	19.00	501.00	501.00	501.00	0.00	501.00	501.00	1.00	4,500,000.00	4,500,000.00	4,500,000.00	0.00	4,500,000.00	4,500,000.00							
23169	Yan Jung Vellum Etch	23169	3.00	10.00	10.00	10.00	0.00	10.00	10.00	3.00	2,466,666.33	2,999,999.99	2,199,999.00	377,123.85	2,200,000.00	2,199,999.00							
23170	Yan Jung Trigonometric Laws	23170	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00							
23171	Yan Jung Semiotic Theory	23171	50.00	1,000.00	1,000.00	1,000.00	0.00	1,000.00	1,000.00	2.00	1,375,384.31	1,375,384.62	1,375,384.00	0.31	1,375,384.31	1,375,384.00							
23172	Yan Jung Singularity Fact Sheet	23172	21.00	2,855,285.57	5,001,001.00	1,245,999.00	1,877,501.00	1,245,999.00	5,001,001.00	2.00	39,500,000.00	40,000,000.00	39,000,000.00	500,000.00	39,500,000.00	39,000,000.00							
23173	Takmahl Binary Texts	23173	50.00	1,000.00	1,000.00	1,000.00	0.00	1,000.00	1,000.00	3.00	716,333.33	750,000.00	650,000.00	46,906.53	749,000.00	650,000.00							
23174	Takmahl Fractal Sheet	23174	31.00	250,000.01	250,000.03	250,000.00	0.01	250,000.00	250,000.03	1.00	2,600,000.00	2,600,000.00	2,600,000.00	0.00	2,600,000.00	2,600,000.00							
23175	Takmahl Centrifugal Primer	23175	41.00	74,404.87	100,001.10	4,596.98	47,702.06	52,299.04	100,001.10	50.00	1,473,600.00	1,490,000.00	1,400,000.00	40,276.82	1,490,000.00	1,400,000.00							
23176	Takmahl Geometric Design	23176	215.00	41,059.50	41,060.00	41,059.01	0.41	41,059.44	41,060.00	54.00	390,185.19	400,000.00	390,000.00	5,000.00	395,000.00	390,000.00							
23177	Takmahl Astral Treatment	23177	42.00	11,000.01	11,000.04	11,000.00	0.02	11,000.00	11,000.04	2.00	9,999,944.00	10,000,000.00	9,999,888.00	56.00	9,999,944.00	9,999,888.00							
23757	Archon	23757	3.00	817,080,021.89	850,999,999.99	800,120,028.20	23,985,046.53	800,120,037.48	850,999,999.99	0.00	0.00	0.00	0.00	0.00	0.00	0.00							
23911	Thanatos	23911	3.00	917,049,334.10	925,999,999.99	912,348,002.30	6,331,765.97	912,800,000.01	925,999,999.99	0.00	0.00	0.00	0.00	0.00	0.00	0.00							
23915	Chimera	23915	4.00	833,512,511.39	840,399,999.99	824,250,006.40	6,776,956.14	840,399,999.99	840,399,999.99	0.00	0.00	0.00	0.00	0.00	0.00	0.00							
23917	Wyvern	23917	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00							
24483	Nidhoggur	24483	2.00	913,547,518.20	919,000,036.31	908,095,000.10	5,452,518.10	913,547,518.20	919,000,036.31	0.00	0.00	0.00	0.00	0.00	0.00	0.00							
24545	Capital Jump Bridge Array	24545	500.00	11,500.00	11,500.00	11,500.00	0.00	11,500.00	11,500.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00							
24547	Capital Clone Vat Bay	24547	5.00	4,596.98	4,596.98	4,596.98	0.00	4,596.98	4,596.98	0.00	0.00	0.00	0.00	0.00	0.00	0.00							
24556	Capital Doomsday Weapon Mount	24556	300.00	14,500.00	14,500.00	14,500.00	0.00	14,500.00	14,500.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00							
